Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Protocol REF	Parameter Value[Instrument]	Parameter Value[Ion source]	Parameter Value[Mass analyzer]	MS Assay Name	Raw Spectral Data File	Protocol REF	Data Transformation Name	Protocol REF	Data Transformation Name	Derived Transformation Name	Metabolite Assignment File
1337814	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1337814	Labelling samples	labeled_1337814	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1337814	blank	Data transformation	metabolite_identification_1337814	metabolite identification	metabolite_identification_1337814	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1361790	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1361790	Labelling samples	labeled_1361790	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1361790	blank	Data transformation	metabolite_identification_1361790	metabolite identification	metabolite_identification_1361790	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1365052	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1365052	Labelling samples	labeled_1365052	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1365052	blank	Data transformation	metabolite_identification_1365052	metabolite identification	metabolite_identification_1365052	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1372136	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1372136	Labelling samples	labeled_1372136	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1372136	blank	Data transformation	metabolite_identification_1372136	metabolite identification	metabolite_identification_1372136	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1372590	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1372590	Labelling samples	labeled_1372590	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1372590	blank	Data transformation	metabolite_identification_1372590	metabolite identification	metabolite_identification_1372590	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1380424	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1380424	Labelling samples	labeled_1380424	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1380424	blank	Data transformation	metabolite_identification_1380424	metabolite identification	metabolite_identification_1380424	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1384536	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1384536	Labelling samples	labeled_1384536	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1384536	blank	Data transformation	metabolite_identification_1384536	metabolite identification	metabolite_identification_1384536	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1389526	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1389526	Labelling samples	labeled_1389526	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1389526	blank	Data transformation	metabolite_identification_1389526	metabolite identification	metabolite_identification_1389526	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1393734	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1393734	Labelling samples	labeled_1393734	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1393734	blank	Data transformation	metabolite_identification_1393734	metabolite identification	metabolite_identification_1393734	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1394942	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1394942	Labelling samples	labeled_1394942	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1394942	blank	Data transformation	metabolite_identification_1394942	metabolite identification	metabolite_identification_1394942	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1399040	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1399040	Labelling samples	labeled_1399040	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1399040	blank	Data transformation	metabolite_identification_1399040	metabolite identification	metabolite_identification_1399040	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1436873	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1436873	Labelling samples	labeled_1436873	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1436873	blank	Data transformation	metabolite_identification_1436873	metabolite identification	metabolite_identification_1436873	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1440344	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1440344	Labelling samples	labeled_1440344	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1440344	blank	Data transformation	metabolite_identification_1440344	metabolite identification	metabolite_identification_1440344	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1463699	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1463699	Labelling samples	labeled_1463699	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1463699	blank	Data transformation	metabolite_identification_1463699	metabolite identification	metabolite_identification_1463699	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1474832	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1474832	Labelling samples	labeled_1474832	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1474832	blank	Data transformation	metabolite_identification_1474832	metabolite identification	metabolite_identification_1474832	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1476994	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1476994	Labelling samples	labeled_1476994	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1476994	blank	Data transformation	metabolite_identification_1476994	metabolite identification	metabolite_identification_1476994	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1483880	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1483880	Labelling samples	labeled_1483880	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1483880	blank	Data transformation	metabolite_identification_1483880	metabolite identification	metabolite_identification_1483880	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1497564	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1497564	Labelling samples	labeled_1497564	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1497564	blank	Data transformation	metabolite_identification_1497564	metabolite identification	metabolite_identification_1497564	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1501052	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1501052	Labelling samples	labeled_1501052	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1501052	blank	Data transformation	metabolite_identification_1501052	metabolite identification	metabolite_identification_1501052	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1501394	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1501394	Labelling samples	labeled_1501394	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1501394	blank	Data transformation	metabolite_identification_1501394	metabolite identification	metabolite_identification_1501394	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1504004	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1504004	Labelling samples	labeled_1504004	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1504004	blank	Data transformation	metabolite_identification_1504004	metabolite identification	metabolite_identification_1504004	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1504947	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1504947	Labelling samples	labeled_1504947	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1504947	blank	Data transformation	metabolite_identification_1504947	metabolite identification	metabolite_identification_1504947	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1518573	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1518573	Labelling samples	labeled_1518573	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1518573	blank	Data transformation	metabolite_identification_1518573	metabolite identification	metabolite_identification_1518573	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1521943	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1521943	Labelling samples	labeled_1521943	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1521943	blank	Data transformation	metabolite_identification_1521943	metabolite identification	metabolite_identification_1521943	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1525582	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1525582	Labelling samples	labeled_1525582	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1525582	blank	Data transformation	metabolite_identification_1525582	metabolite identification	metabolite_identification_1525582	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1538140	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1538140	Labelling samples	labeled_1538140	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1538140	blank	Data transformation	metabolite_identification_1538140	metabolite identification	metabolite_identification_1538140	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1540773	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1540773	Labelling samples	labeled_1540773	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1540773	blank	Data transformation	metabolite_identification_1540773	metabolite identification	metabolite_identification_1540773	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1547098	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1547098	Labelling samples	labeled_1547098	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1547098	blank	Data transformation	metabolite_identification_1547098	metabolite identification	metabolite_identification_1547098	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
1548440	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_1548440	Labelling samples	labeled_1548440	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_1548440	blank	Data transformation	metabolite_identification_1548440	metabolite identification	metabolite_identification_1548440	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
