Sample Name	Protocol REF	Parameter Value[Post Extraction]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[PEA Instrument]	Parameter Value[Panel size]	Parameter Value[Panel amount]	Protocol REF	Parameter Value[real-time PCR machine]	Raw Spectral Data File	Protocol REF	Feature Annotation File
INCOV091-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV091-BL	Labelling samples	labeled_INCOV091-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV092-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV092-AC	Labelling samples	labeled_INCOV092-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV092-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV092-BL	Labelling samples	labeled_INCOV092-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV093-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV093-AC	Labelling samples	labeled_INCOV093-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV093-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV093-BL	Labelling samples	labeled_INCOV093-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV094-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV094-AC	Labelling samples	labeled_INCOV094-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV094-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV094-BL	Labelling samples	labeled_INCOV094-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV096-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV096-AC	Labelling samples	labeled_INCOV096-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV096-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV096-BL	Labelling samples	labeled_INCOV096-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV097-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV097-AC	Labelling samples	labeled_INCOV097-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV097-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV097-BL	Labelling samples	labeled_INCOV097-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV098-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV098-AC	Labelling samples	labeled_INCOV098-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV098-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV098-BL	Labelling samples	labeled_INCOV098-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV100-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV100-AC	Labelling samples	labeled_INCOV100-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV100-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV100-BL	Labelling samples	labeled_INCOV100-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV101-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV101-AC	Labelling samples	labeled_INCOV101-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV101-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV101-BL	Labelling samples	labeled_INCOV101-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV102-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV102-AC	Labelling samples	labeled_INCOV102-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV102-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV102-BL	Labelling samples	labeled_INCOV102-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV103-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV103-AC	Labelling samples	labeled_INCOV103-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV103-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV103-BL	Labelling samples	labeled_INCOV103-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV104-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV104-AC	Labelling samples	labeled_INCOV104-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV104-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV104-BL	Labelling samples	labeled_INCOV104-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV105-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV105-AC	Labelling samples	labeled_INCOV105-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV105-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV105-BL	Labelling samples	labeled_INCOV105-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV106-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV106-AC	Labelling samples	labeled_INCOV106-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV106-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV106-BL	Labelling samples	labeled_INCOV106-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV107-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV107-AC	Labelling samples	labeled_INCOV107-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV107-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV107-BL	Labelling samples	labeled_INCOV107-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV108-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV108-AC	Labelling samples	labeled_INCOV108-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV108-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV108-BL	Labelling samples	labeled_INCOV108-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV109-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV109-AC	Labelling samples	labeled_INCOV109-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV109-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV109-BL	Labelling samples	labeled_INCOV109-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV110-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV110-AC	Labelling samples	labeled_INCOV110-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV110-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV110-BL	Labelling samples	labeled_INCOV110-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV111-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV111-AC	Labelling samples	labeled_INCOV111-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV111-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV111-BL	Labelling samples	labeled_INCOV111-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV112-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV112-AC	Labelling samples	labeled_INCOV112-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV112-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV112-BL	Labelling samples	labeled_INCOV112-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV113-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV113-AC	Labelling samples	labeled_INCOV113-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV113-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV113-BL	Labelling samples	labeled_INCOV113-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV114-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV114-AC	Labelling samples	labeled_INCOV114-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV114-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV114-BL	Labelling samples	labeled_INCOV114-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV115-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV115-AC	Labelling samples	labeled_INCOV115-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV115-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV115-BL	Labelling samples	labeled_INCOV115-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV116-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV116-AC	Labelling samples	labeled_INCOV116-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV116-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV116-BL	Labelling samples	labeled_INCOV116-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV117-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV117-AC	Labelling samples	labeled_INCOV117-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV117-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV117-BL	Labelling samples	labeled_INCOV117-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV119-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV119-AC	Labelling samples	labeled_INCOV119-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV119-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV119-BL	Labelling samples	labeled_INCOV119-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV120-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV120-AC	Labelling samples	labeled_INCOV120-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV120-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV120-BL	Labelling samples	labeled_INCOV120-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV121-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV121-AC	Labelling samples	labeled_INCOV121-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV121-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV121-BL	Labelling samples	labeled_INCOV121-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV122-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV122-AC	Labelling samples	labeled_INCOV122-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV122-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV122-BL	Labelling samples	labeled_INCOV122-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV123-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV123-AC	Labelling samples	labeled_INCOV123-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV123-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV123-BL	Labelling samples	labeled_INCOV123-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV124-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV124-AC	Labelling samples	labeled_INCOV124-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV124-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV124-BL	Labelling samples	labeled_INCOV124-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV125-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV125-AC	Labelling samples	labeled_INCOV125-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV125-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV125-BL	Labelling samples	labeled_INCOV125-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV126-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV126-AC	Labelling samples	labeled_INCOV126-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV126-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV126-BL	Labelling samples	labeled_INCOV126-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV127-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV127-AC	Labelling samples	labeled_INCOV127-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV127-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV127-BL	Labelling samples	labeled_INCOV127-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV128-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV128-AC	Labelling samples	labeled_INCOV128-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
